Year,Month,Complex,Island,KLPreyGroup,freq,N
1989,8,SPReefPoint,St. Paul,Prowfish,0,54
1989,8,SPReefPoint,St. Paul,RockSole,0,54
1989,8,SPReefPoint,St. Paul,Rockfish,0,54
1989,8,SPReefPoint,St. Paul,Salmon,7,54
1989,8,SPReefPoint,St. Paul,Sandfish,1,54
1989,8,SPReefPoint,St. Paul,Sandlance,6,54
1989,8,SPReefPoint,St. Paul,Sculpin,0,54
1989,8,SPReefPoint,St. Paul,Shark,0,54
1989,8,SPReefPoint,St. Paul,Skate,0,54
1989,8,SPReefPoint,St. Paul,Smelt,0,54
1989,8,SPReefPoint,St. Paul,Smoothtongue,4,54
1989,8,SPReefPoint,St. Paul,Snailfish,0,54
1989,8,SPReefPoint,St. Paul,Squid,4,54
1989,8,SPReefPoint,St. Paul,Stickleback,0,54
1989,8,SPReefPoint,St. Paul,Wolffish,0,54
1990,8,SGNorth,St. George,Arrowtooth,3,136
1990,8,SGNorth,St. George,Cod,0,136
1990,8,SGNorth,St. George,Eelpout,0,136
1990,8,SGNorth,St. George,Flatfish,1,136
1990,8,SGNorth,St. George,GBBM,46,136
1990,8,SGNorth,St. George,GMGM,17,136
1990,8,SGNorth,St. George,Gadus,23,136
1990,8,SGNorth,St. George,Gonatid,12,136
1990,8,SGNorth,St. George,Gonatus,4,136
1990,8,SGNorth,St. George,Hake,0,136
1990,8,SGNorth,St. George,Herring,2,136
1990,8,SGNorth,St. George,HexSable,5,136
1990,8,SGNorth,St. George,Lamprey,0,136
1990,8,SGNorth,St. George,Lumpsucker,0,136
1990,8,SGNorth,St. George,Myctophid,0,136
1990,8,SGNorth,St. George,Octopus,0,136
1990,8,SGNorth,St. George,Poacher,1,136
1990,8,SGNorth,St. George,Pollock,58,136
1990,8,SGNorth,St. George,Prickleback,0,136
1990,8,SGNorth,St. George,Prowfish,0,136
1990,8,SGNorth,St. George,RockSole,0,136
1990,8,SGNorth,St. George,Rockfish,0,136
1990,8,SGNorth,St. George,Salmon,19,136
1990,8,SGNorth,St. George,Sandfish,4,136
1990,8,SGNorth,St. George,Sandlance,11,136
1990,8,SGNorth,St. George,Sculpin,3,136
1990,8,SGNorth,St. George,Shark,0,136
1990,8,SGNorth,St. George,Skate,0,136
1990,8,SGNorth,St. George,Smelt,0,136
1990,8,SGNorth,St. George,Smoothtongue,5,136
1990,8,SGNorth,St. George,Snailfish,0,136
1990,8,SGNorth,St. George,Squid,11,136
1990,8,SGNorth,St. George,Stickleback,0,136
1990,8,SGNorth,St. George,Wolffish,0,136
1990,8,SGSouth,St. George,Arrowtooth,0,48
1990,8,SGSouth,St. George,Cod,0,48
1990,8,SGSouth,St. George,Eelpout,0,48
1990,8,SGSouth,St. George,Flatfish,0,48
1990,8,SGSouth,St. George,GBBM,29,48
1990,8,SGSouth,St. George,GMGM,13,48
1990,8,SGSouth,St. George,Gadus,9,48
1990,8,SGSouth,St. George,Gonatid,3,48
1990,8,SGSouth,St. George,Gonatus,2,48
1990,8,SGSouth,St. George,Hake,0,48
1990,8,SGSouth,St. George,Herring,0,48
1990,8,SGSouth,St. George,HexSable,2,48
1990,8,SGSouth,St. George,Lamprey,0,48
1990,8,SGSouth,St. George,Lumpsucker,0,48
1990,8,SGSouth,St. George,Myctophid,0,48
1990,8,SGSouth,St. George,Octopus,0,48
1990,8,SGSouth,St. George,Poacher,0,48
1990,8,SGSouth,St. George,Pollock,12,48
1990,8,SGSouth,St. George,Prickleback,0,48
1990,8,SGSouth,St. George,Prowfish,0,48
1990,8,SGSouth,St. George,RockSole,0,48
1990,8,SGSouth,St. George,Rockfish,0,48
1990,8,SGSouth,St. George,Salmon,6,48
1990,8,SGSouth,St. George,Sandfish,1,48
1990,8,SGSouth,St. George,Sandlance,1,48
1990,8,SGSouth,St. George,Sculpin,1,48
1990,8,SGSouth,St. George,Shark,0,48
1990,8,SGSouth,St. George,Skate,0,48
1990,8,SGSouth,St. George,Smelt,0,48
1990,8,SGSouth,St. George,Smoothtongue,4,48
1990,8,SGSouth,St. George,Snailfish,0,48
1990,8,SGSouth,St. George,Squid,3,48
1990,8,SGSouth,St. George,Stickleback,0,48
1990,8,SGSouth,St. George,Wolffish,0,48
1990,8,SPEast,St. Paul,Arrowtooth,1,174
1990,8,SPEast,St. Paul,Cod,5,174
1990,8,SPEast,St. Paul,Eelpout,0,174
1990,8,SPEast,St. Paul,Flatfish,1,174
1990,8,SPEast,St. Paul,GBBM,6,174
1990,8,SPEast,St. Paul,GMGM,6,174
1990,8,SPEast,St. Paul,Gadus,37,174
1990,8,SPEast,St. Paul,Gonatid,2,174
1990,8,SPEast,St. Paul,Gonatus,0,174
1990,8,SPEast,St. Paul,Hake,0,174
1990,8,SPEast,St. Paul,Herring,8,174
1990,8,SPEast,St. Paul,HexSable,4,174
1990,8,SPEast,St. Paul,Lamprey,0,174
1990,8,SPEast,St. Paul,Lumpsucker,0,174
1990,8,SPEast,St. Paul,Myctophid,0,174
1990,8,SPEast,St. Paul,Octopus,0,174
1990,8,SPEast,St. Paul,Poacher,0,174
1990,8,SPEast,St. Paul,Pollock,118,174
1990,8,SPEast,St. Paul,Prickleback,0,174
1990,8,SPEast,St. Paul,Prowfish,1,174
1990,8,SPEast,St. Paul,RockSole,6,174
1990,8,SPEast,St. Paul,Rockfish,0,174
1990,8,SPEast,St. Paul,Salmon,18,174
1990,8,SPEast,St. Paul,Sandfish,10,174
1990,8,SPEast,St. Paul,Sandlance,27,174
1990,8,SPEast,St. Paul,Sculpin,0,174
1990,8,SPEast,St. Paul,Shark,0,174
1990,8,SPEast,St. Paul,Skate,0,174
1990,8,SPEast,St. Paul,Smelt,2,174
1990,8,SPEast,St. Paul,Smoothtongue,1,174
1990,8,SPEast,St. Paul,Snailfish,0,174
1990,8,SPEast,St. Paul,Squid,3,174
1990,8,SPEast,St. Paul,Stickleback,0,174
1990,8,SPEast,St. Paul,Wolffish,0,174
1990,8,SPEnglishBay,St. Paul,Arrowtooth,0,194
1990,8,SPEnglishBay,St. Paul,Cod,0,194
1990,8,SPEnglishBay,St. Paul,Eelpout,0,194
1990,8,SPEnglishBay,St. Paul,Flatfish,0,194
1990,8,SPEnglishBay,St. Paul,GBBM,12,194
1990,8,SPEnglishBay,St. Paul,GMGM,37,194
1990,8,SPEnglishBay,St. Paul,Gadus,15,194
1990,8,SPEnglishBay,St. Paul,Gonatid,2,194
1990,8,SPEnglishBay,St. Paul,Gonatus,0,194
1990,8,SPEnglishBay,St. Paul,Hake,0,194
1990,8,SPEnglishBay,St. Paul,Herring,1,194
1990,8,SPEnglishBay,St. Paul,HexSable,32,194
1990,8,SPEnglishBay,St. Paul,Lamprey,0,194
1990,8,SPEnglishBay,St. Paul,Lumpsucker,0,194
1990,8,SPEnglishBay,St. Paul,Myctophid,0,194
1990,8,SPEnglishBay,St. Paul,Octopus,0,194
1990,8,SPEnglishBay,St. Paul,Poacher,0,194
1990,8,SPEnglishBay,St. Paul,Pollock,163,194
1990,8,SPEnglishBay,St. Paul,Prickleback,0,194
1990,8,SPEnglishBay,St. Paul,Prowfish,0,194
1990,8,SPEnglishBay,St. Paul,RockSole,0,194
1990,8,SPEnglishBay,St. Paul,Rockfish,0,194
1990,8,SPEnglishBay,St. Paul,Salmon,15,194
1990,8,SPEnglishBay,St. Paul,Sandfish,0,194
1990,8,SPEnglishBay,St. Paul,Sandlance,20,194
1990,8,SPEnglishBay,St. Paul,Sculpin,1,194
1990,8,SPEnglishBay,St. Paul,Shark,0,194
1990,8,SPEnglishBay,St. Paul,Skate,0,194
1990,8,SPEnglishBay,St. Paul,Smelt,0,194
1990,8,SPEnglishBay,St. Paul,Smoothtongue,5,194
1990,8,SPEnglishBay,St. Paul,Snailfish,0,194
1990,8,SPEnglishBay,St. Paul,Squid,19,194
1990,8,SPEnglishBay,St. Paul,Stickleback,0,194
1990,8,SPEnglishBay,St. Paul,Wolffish,8,194
1990,8,SPReefPoint,St. Paul,Arrowtooth,2,97
1990,8,SPReefPoint,St. Paul,Cod,1,97
1990,8,SPReefPoint,St. Paul,Eelpout,0,97
1990,8,SPReefPoint,St. Paul,Flatfish,1,97
1990,8,SPReefPoint,St. Paul,GBBM,12,97
1990,8,SPReefPoint,St. Paul,GMGM,16,97
1990,8,SPReefPoint,St. Paul,Gadus,12,97
